n_prev_games,n_estimators,max_depth,min_samples_split,val_MAE,val_MSE,val_RMSE,test_MAE,test_MSE,test_RMSE
15,1000,10,2,1.269075397994619,5.214318599188658,2.2834882524744153,1.2422024962854574,4.733624882810717,2.175689518936633
