n_prev_games,n_estimators,max_depth,min_samples_split,val_MAE,val_MSE,val_RMSE,test_MAE,test_MSE,test_RMSE
2,1000,10,2,1.2136553662392955,4.556996357683295,2.1347122423603833,1.1817866780980304,4.465713937578541,2.113223589111796
