n_prev_games,n_estimators,max_depth,min_samples_split,val_MAE,val_MSE,val_RMSE,test_MAE,test_MSE,test_RMSE
2,1000,10,2,1.2178945671564516,4.584429999795052,2.1411282072297895,1.1864565835913579,4.493757129420551,2.1198483741580554
