n_prev_games,n_estimators,max_depth,min_samples_split,val_MAE,val_MSE,val_RMSE,test_MAE,test_MSE,test_RMSE
10,1000,10,5,1.197996055010696,4.593017270622872,2.1431325835381423,1.2989068350680844,5.233185895187202,2.2876157665104517
