game_number,mean_error,std_error,median_error,count
3,1.0659007907571665,1.6281194640541505,0.4739725887775421,654
4,1.1428828358369956,1.7087085530499466,0.49491453170776367,653
5,1.2088374800785828,1.796616326093848,0.5160537660121918,652
6,1.188272909242288,1.655741406772303,0.5070132464170456,648
7,1.2390490334246183,1.8425562941356193,0.5420851111412048,644
8,1.103466750854673,1.618695242397045,0.4959057420492172,638
9,1.2823794371720896,2.003389650058884,0.5021005272865295,629
10,1.090563491110585,1.7917754079768027,0.42975759506225586,626
11,1.123483162275732,1.5623580724262907,0.5047199428081512,624
12,1.1420114673532091,1.7622721420845033,0.4255151152610779,623
13,1.098511234392045,1.605768962089431,0.5028986930847168,619
14,1.171375330397936,1.7224680232057494,0.4905738830566406,607
15,1.1934142253986366,1.8219515980457064,0.5039140582084656,606
16,1.1103881040601065,1.6341710722142242,0.45852524042129517,598
17,1.1959300081892792,1.871276815571214,0.5029396116733551,590
18,1.2144912031123964,1.6998666626204142,0.5124657154083252,585
19,1.2984436772386383,1.762549182562855,0.5655987858772278,580
20,1.1429764053692626,1.6853343003784393,0.471388578414917,579
21,1.2380384923816463,1.8748617245200356,0.5546982288360596,576
22,1.140464435413362,1.609405138234762,0.5517467260360718,569
23,1.2561558474998806,1.8538148191191426,0.5399282574653625,565
24,1.2857336846875036,1.9457361619937714,0.5046143531799316,564
25,1.1620815594865626,1.7256299572475613,0.5106410086154938,560
26,1.1997389025479714,1.718423003964787,0.5657366812229156,559
27,1.254780225916406,1.8615831184476226,0.5271849632263184,557
28,1.2547503475609851,1.8156561545872085,0.4838573634624481,556
29,1.2860369664501516,1.8731383691968306,0.6039157509803772,555
30,1.216733226266955,1.8205856676041774,0.5716902017593384,551
31,1.233934085170104,1.8350247794575731,0.5642208158969879,546
32,1.2320684424090214,1.7391900618817946,0.5073579549789429,541
33,1.1278810684011078,1.7031143058353462,0.48778343200683594,539
34,1.2491003049217397,2.152950478997236,0.44659508764743805,532
35,1.0976235728723214,1.5311197749975096,0.48935866355895996,529
36,1.2102496341563627,1.8248312254193109,0.5353055000305176,529
37,1.116008108149782,1.7754259998715163,0.4183352589607239,526
38,2.084425210952759,0.0,2.084425210952759,1
