n_prev_games,n_estimators,max_depth,min_samples_split,val_MAE,val_MSE,val_RMSE,test_MAE,test_MSE,test_RMSE
5,1000,10,2,1.1555092830175777,4.304302143579995,2.0746812149291745,1.2343853097157247,4.868915536686829,2.2065619267736016
