n_prev_games,n_estimators,max_depth,min_samples_split,val_MAE,val_MSE,val_RMSE,test_MAE,test_MSE,test_RMSE
10,1000,10,2,1.19649473620643,4.593905569757249,2.143339816677992,1.2971774921070023,5.237135195611386,2.288478795097605
